movie_title,budget_2017
The Big Parade ,3413263.7571157496
Little Big Top ,290868.27335754375
Along the Roadside ,262214.28571428574
Bronson ,nan
Western Religion ,257686.3681033273
Burn ,239447.74605015223
Urbania ,319217.39130434784
The Stewardesses ,666243.1941923775
"The Beast from 20,000 Fathoms ",1917686.5671641792
"20,000 Leagues Under the Sea ",45489467.162329614
Mad Max ,673269.1425951399
Swingers ,311563.7598132824
A Fistful of Dollars ,1575536.4806866953
She Done Him Wrong ,3774807.197943445
Short Cut to Nirvana: Kumbh Mela ,258703.31219168426
The Grace Card ,224080.5737830002
Middle of Nowhere ,212842.44093346864
3 ,nan
The Business of Fancydancing ,271674.3755781684
Call + Response ,226955.17774343124
Side Effects ,31465714.285714287
Malevolence ,265629.5224312591
Shooting the Warwicks ,257686.3681033273
Super Hybrid ,14565237.295895012
Baghead ,nan
Solitude ,nan
The Case of the Grinning Cat ,194027.4841437632
Ordet ,nan
Good Dick ,nan
The Man from Earth ,235660.40763922324
The Trials of Darryl Hunt ,242390.22779795315
An American Girl Holiday ,258703.31219168426
Yesterday Was a Lie ,2836939.72179289
Theresa Is a Mother ,212842.44093346864
H. ,nan
Archaeology of a Woman ,212842.44093346864
Children of Heaven ,273955.22388059704
Weekend ,130331.36094674555
She's Gotta Have It ,390057.6806314512
Butterfly Girl ,185768.9063817824
The World Is Mine ,173165.23936543593
Another Earth ,108609.4674556213
The Calling ,nan
Sweet Sweetback's Baadasssss Song ,3016433.8537387014
Perfect Cowboy ,206409.89597975824
Tadpole ,212811.59420289856
Once ,212094.3668753009
The Woman Chaser ,1759968.0383539752
The Horse Boy ,182211.88149526913
When the Lights Went Out ,nan
Heroes of Dirt ,nan
The Texas Chain Saw Massacre ,413827.22267206485
A Charlie Brown Christmas ,1162935.5860612462
Antarctic Edge: 70° South ,154611.82086199638
Aroused ,157328.57142857145
Top Spin ,154807.42198481868
Roger & Me ,315361.07382550335
Cat People ,45571034.48275863
An American in Hollywood ,129006.1849873489
Sound of My Voice ,nan
The Brain That Sings ,131107.14285714287
The Blood of My Brother ,150117.56687681036
Your Sister's Sister ,135761.83431952662
Romantic Schemer ,128843.18405166364
A Dog's Breakfast ,141396.24458353396
A Dog's Breakfast ,141396.24458353396
Night of the Living Dead ,800945.4545454546
Une Femme Mariée ,945321.8884120173
The Birth of a Nation ,10180255.130338324
The Work and the Story ,136799.20405209842
Facing the Giants ,121195.11389897658
The Gallows ,103074.54724133092
Eraserhead ,80637.01263042285
Over the Hill to the Poorhouse ,1219601.3289036544
Hollywood Shuffle ,215055.6531927358
The Mighty ,nan
Penitentiary ,336634.57129756996
The Lost Skeleton of Cadavra ,55192.632963728625
"Dude, Where's My Dog?! ",20640.989597975822
Cheap Thrills ,209771.42857142858
Indie Game: The Movie ,106421.22046673432
Closure ,2120943.6687530093
Open Secret ,nan
Echo Dr. ,104885.71428571429
The Night Visitor ,nan
The Past is a Grotesque Animal ,103204.94798987912
The Last House on the Left ,17082363.89018148
"Peace, Propaganda & the Promised Land ",90546.15926708949
Pi ,89938.75051041241
"I Love You, Don't Touch Me! ",nan
20 Dates ,89938.75051041241
Queen Crab ,77305.91043099819
Super Size Me ,84078.5764622974
The FP ,65165.68047337278
Happy Christmas ,72243.46359291537
The Brain That Wouldn't Die ,500774.47744774475
Tiger Orange ,103204.94798987912
Supporting Characters ,nan
Absentia ,76026.62721893491
The Brothers McMullen ,40085.1714348111
The Dirties ,nan
Gabriela ,nan
Tiny Furniture ,72826.18647947506
Hayride ,63852.7322800406
The Naked Ape ,nan
Counting ,51537.27362066546
The Call of Cthulhu ,62548.98619867099
Bending Steel ,52442.857142857145
The Signal ,4128197.9195951647
The Image Revolution ,51602.47399493956
This Is Martin Bonner ,44052.0
A True Story ,47198.571428571435
George Washington ,59587.2463768116
Smiling Fish & Goat on Fire ,58665.60127846584
Dawn of the Crescent Moon ,77403.71099240934
Raymond Did It ,43443.78698224852
The Last Waltz ,nan
"Run, Hide, Die ",53210.61023336716
The Exploding Girl ,nan
The Legend of God's Gun ,35349.06114588349
Mutual Appreciation ,nan
Her Cry: La Llorona Investigation ,62931.42857142857
Down Terrace ,nan
Clerks ,379133.36326897173
Pink Narcissus ,162887.42810188988
Funny Ha Ha ,nan
In the Company of Men ,38049.33665008292
Sabotage ,36121731.79645769
Manito ,32600.925069380202
Rampage ,nan
Slacker ,41257.26850720743
Dutch Kills ,25768.63681033273
Dry Spell ,23074.857142857145
Flywheel ,26562.952243125907
Exeter ,nan
The Ridges ,18843.742603550294
The Puffy Chair ,18764.695859601296
Stories of Our Lives ,15480.742198481867
Breaking Upwards ,17082.36389018148
All Superheroes Must Die ,21721.89349112426
Pink Flamingos ,58408.91010342084
Clean ,5820.824524312896
The Circle ,14187.43961352657
Tin Can Man ,11783.020381961162
The Cure ,1521973.466003317
On the Downlow ,nan
Sanctuary; Quite a Conundrum ,212842.44093346864
Bang ,nan
Primer ,9054.61592670895
Cavite ,8756.858067813939
El Mariachi ,12187.336969409533
The Mongol King ,4065.684102913614
Newlyweds ,9774.852071005917
Signed Sealed Delivered ,nan
The Following             ,nan
A Plague So Pleasant ,1468.4
Shanghai Calling ,nan
My Date with Drew ,1422.8682170542636
